AGI,symbol,FASTA header
AT2G23985,AT2G23985,unknown protein; Has 2 Blast hits to 2 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 2; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT2G23985]
AT2G24030,AT2G24030,At2g24030 [Source:UniProtKB/TrEMBL;Acc:Q147F7]
AT2G24040,AT2G24040,Putative low temperature and salt responsive protein [Source:UniProtKB/TrEMBL;Acc:B6DVK0]
AT2G24080,AT2G24080,F-box protein (DUF295) [Source:UniProtKB/TrEMBL;Acc:O82236]
AT2G24130,AT2G24130,Leucine-rich receptor-like protein kinase family protein [Source:TAIR;Acc:AT2G24130]
AT2G24140,AT2G24140,"Protein of unknown function, DUF593 [Source:TAIR;Acc:AT2G24140]"
AT2G24205,AT2G24205,ECA1 gametogenesis related family protein [Source:UniProtKB/TrEMBL;Acc:A8MQI9]
AT2G24230,AT2G24230,Probable LRR receptor-like serine/threonine-protein kinase At2g24230 [Source:UniProtKB/Swiss-Prot;Acc:C0LGK9]
AT2G24240,AT2G24240,BTB/POZ domain-containing protein At2g24240 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZUH1]
AT2G24250,AT2G24250,F-box/kelch-repeat protein At2g24250 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZUH0]
AT2G24255,AT2G24255,LOW protein: F-box/kelch-repeat protein [Source:UniProtKB/TrEMBL;Acc:Q8S8L1]
AT2G24280,AT2G24280,Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q93Z34]
AT2G24285,AT2G24285,"BEST Arabidopsis thaliana protein match is: Zinc finger, C3HC4 type (RING finger) family protein (TAIR:AT2G24480.1); Has 26 Blast hits to 26 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 26; Viruses - 0; Other Euk /.../s - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT2G24285]"
AT2G24290,AT2G24290,Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9ZQ38]
AT2G24300,AT2G24300,Calmodulin-binding protein [Source:TAIR;Acc:AT2G24300]
AT2G24310,AT2G24310,TPRXL [Source:UniProtKB/TrEMBL;Acc:Q9ZQ36]
AT2G24320,AT2G24320,alpha/beta-Hydrolases superfamily protein [Source:TAIR;Acc:AT2G24320]
AT2G24330,AT2G24330,Uncharacterized protein At2g24330 [Source:UniProtKB/TrEMBL;Acc:Q541V7]
AT2G24340,AT2G24340,Sequence-specific DNA binding transcription factor [Source:UniProtKB/TrEMBL;Acc:Q9ZQ33]
AT2G24350,AT2G24350,At2g24350 [Source:UniProtKB/TrEMBL;Acc:Q0WPW8]
AT2G24370,AT2G24370,Kinase with adenine nucleotide alpha hydrolases-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q1PF03]
AT2G24380,AT2G24380,pre-tRNA [Source:TAIR;Acc:AT2G24380]
AT2G24395,AT2G24395,At2g24395 [Source:UniProtKB/TrEMBL;Acc:Q6NMD5]
AT2G24400,AT2G24400,At2g24400 [Source:UniProtKB/TrEMBL;Acc:Q9ZQ28]
AT2G24410,AT2G24410,SMAD/FHA domain protein [Source:UniProtKB/TrEMBL;Acc:Q9ZQ27]
AT2G24420,AT2G24420,AT2G24420 protein [Source:UniProtKB/TrEMBL;Acc:Q9ZQ26]
AT2G24440,AT2G24440,Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9ZQ24]
AT2G24460,AT2G24460,C3HC4-type RING finger protein [Source:UniProtKB/TrEMBL;Acc:Q9ZQ22]
AT2G24470,AT2G24470,Filament-like protein (DUF869) [Source:UniProtKB/TrEMBL;Acc:Q9ZQ21]
AT2G24480,AT2G24480,"Zinc finger, C3HC4 type (RING finger) family protein [Source:UniProtKB/TrEMBL;Acc:Q9ZQ20]"
AT2G24510,AT2G24510,F-box associated ubiquitination effector family protein [Source:UniProtKB/TrEMBL;Acc:F4IPQ0]
AT2G24530,AT2G24530,"Transcriptional regulator of RNA polII, SAGA, subunit [Source:UniProtKB/TrEMBL;Acc:Q58G10]"
AT2G24545,AT2G24545,other RNA [Source:TAIR;Acc:AT2G24545]
AT2G24550,AT2G24550,At2g24550/F25P17.15 [Source:UniProtKB/TrEMBL;Acc:Q945P6]
AT2G24560,AT2G24560,GDSL esterase/lipase At2g24560 [Source:UniProtKB/Swiss-Prot;Acc:Q9SJA9]
AT2G24580,AT2G24580,Probable sarcosine oxidase [Source:UniProtKB/Swiss-Prot;Acc:Q9SJA7]
AT2G24592,AT2G24592,unknown protein; LOCATED IN: endomembrane system; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT2G24592]
AT2G24600,AT2G24600,Ankyrin repeat family protein [Source:UniProtKB/TrEMBL;Acc:F4IPR3]
AT2G24615,AT2G24615,Putative defensin-like protein 38 [Source:UniProtKB/Swiss-Prot;Acc:Q2V462]
AT2G24617,AT2G24617,Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q2V461]
AT2G24620,AT2G24620,S-locus glycoprotein family protein [Source:UniProtKB/TrEMBL;Acc:Q9SJA3]
AT2G24625,AT2G24625,Putative defensin-like protein 39 [Source:UniProtKB/Swiss-Prot;Acc:Q2V460]
AT2G24645,AT2G24645,Transcriptional factor B3 family protein [Source:TAIR;Acc:AT2G24645]
AT2G24670,AT2G24670,B3 domain-containing protein At2g24670 [Source:UniProtKB/Swiss-Prot;Acc:Q9SJ98]
AT2G24680,AT2G24680,transcriptional factor B3 family protein [Source:TAIR;Acc:AT2G24680]
AT2G24683,AT2G24683,unknown protein; LOCATED IN: endomembrane system; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT2G24683]
AT2G24690,AT2G24690,Transcriptional factor B3 family protein [Source:TAIR;Acc:AT2G24690]
AT2G24692,AT2G24692,BTB/POZ domain protein [Source:UniProtKB/TrEMBL;Acc:Q1G320]
AT2G24693,AT2G24693,Defensin-like protein 87 [Source:UniProtKB/Swiss-Prot;Acc:Q3E7S1]
AT2G24696,AT2G24696,B3 domain-containing protein REM-like 2 [Source:UniProtKB/Swiss-Prot;Acc:F4IQL7]
AT2G24735,AT2G24735,Unknown gene [Source:TAIR;Acc:AT2G24735]
AT2G24755,AT2G24755,other RNA [Source:TAIR;Acc:AT2G24755]
AT2G24780,AT2G24780,Putative uncharacterized protein At2g24780 [Source:UniProtKB/TrEMBL;Acc:Q9SK54]
AT2G24810,AT2G24810,Pathogenesis-related thaumatin superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9SK51]
AT2G24830,AT2G24830,Zinc finger CCCH domain-containing protein 22 [Source:UniProtKB/Swiss-Prot;Acc:Q9SK49]
AT2G24860,AT2G24860,At2g24860/F27C12.22 [Source:UniProtKB/TrEMBL;Acc:Q9SK46]
AT2G24870,AT2G24870,Plant self-incompatibility protein S1 family [Source:TAIR;Acc:AT2G24870]
AT2G24880,AT2G24880,Plant self-incompatibility protein S1 family [Source:UniProtKB/TrEMBL;Acc:Q9SK44]
AT2G24945,AT2G24945,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G36925.1); Has 6 Blast hits to 6 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 6; Viruses - 0; Other Eukaryotes - 0 (source: NC /.../nk). [Source:TAIR;Acc:AT2G24945]
AT2G24950,AT2G24950,"Transmembrane protein, putative (DUF239) [Source:UniProtKB/TrEMBL;Acc:Q9SK38]"
AT2G24960,AT2G24960,Myb/SANT-like DNA-binding domain protein [Source:UniProtKB/TrEMBL;Acc:Q9SK37]
AT2G24970,AT2G24970,At2g24970 [Source:UniProtKB/TrEMBL;Acc:Q9SK36]
AT2G24990,AT2G24990,Serine/threonine-protein kinase RIO1 [Source:UniProtKB/TrEMBL;Acc:Q9SK34]
AT2G25050,AT2G25050,Actin-binding FH2 (Formin Homology) protein [Source:TAIR;Acc:AT2G25050]
AT2G25100,AT2G25100,Ribonuclease H2 subunit A [Source:UniProtKB/Swiss-Prot;Acc:Q9SEZ6]
AT2G25120,AT2G25120,Bromo-adjacent homology (BAH) domain-containing protein [Source:UniProtKB/TrEMBL;Acc:F4IRK4]
AT2G25130,AT2G25130,ARM repeat superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q8H1N2]
AT2G25169,AT2G25169,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; Has 0 Blast hits to 0 proteins in 0 species (source: NCBI BLink). [Source:TAIR;Acc:AT2G25169]
AT2G25185,AT2G25185,Putative defensin-like protein 298 [Source:UniProtKB/Swiss-Prot;Acc:Q2V459]
AT2G25190,AT2G25190,Expressed protein [Source:UniProtKB/TrEMBL;Acc:O81728]
AT2G25200,AT2G25200,At2g25200 [Source:UniProtKB/TrEMBL;Acc:Q9SIS2]
AT2G25210,AT2G25210,Ribosomal protein L39 family protein [Source:TAIR;Acc:AT2G25210]
AT2G25220,AT2G25220,Protein kinase superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IRL7]
AT2G25250,AT2G25250,At2g25250 [Source:UniProtKB/TrEMBL;Acc:Q9SIR8]
AT2G25270,AT2G25270,Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:Q1PF01]
AT2G25280,AT2G25280,AmmeMemoRadiSam system protein B [Source:UniProtKB/TrEMBL;Acc:Q9SIR5]
AT2G25305,AT2G25305,Putative defensin-like protein 67 [Source:UniProtKB/Swiss-Prot;Acc:Q3EBU2]
AT2G25310,AT2G25310,ER membrane protein complex subunit-like protein (DUF2012) [Source:UniProtKB/TrEMBL;Acc:Q84JM6]
AT2G25312,AT2G25312,ECA1 gametogenesis related family protein [Source:UniProtKB/TrEMBL;Acc:A8MRM3]
AT2G25320,AT2G25320,TRAF-like family protein [Source:TAIR;Acc:AT2G25320]
AT2G25330,AT2G25330,TRAF-like family protein [Source:UniProtKB/TrEMBL;Acc:Q9SIR0]
AT2G25350,AT2G25350,Phox (PX) domain-containing protein [Source:TAIR;Acc:AT2G25350]
AT2G25355,AT2G25355,At2g25350/F13B15.1 [Source:UniProtKB/TrEMBL;Acc:Q94AW9]
AT2G25360,AT2G25360,RBR-type E3 ubiquitin transferase [Source:UniProtKB/TrEMBL;Acc:Q9SKL2]
AT2G25370,AT2G25370,RBR-type E3 ubiquitin transferase [Source:UniProtKB/TrEMBL;Acc:F4IRP0]
AT2G25400,AT2G25400,pre-tRNA [Source:TAIR;Acc:AT2G25400]
AT2G25409,AT2G25409,Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q1G355]
AT2G25420,AT2G25420,transducin family protein / WD-40 repeat family protein [Source:TAIR;Acc:AT2G25420]
AT2G25430,AT2G25430,Putative clathrin assembly protein At2g25430 [Source:UniProtKB/Swiss-Prot;Acc:Q8LF20]
AT2G25460,AT2G25460,CONTAINS InterPro DOMAIN/s: C2 calcium-dependent membrane targeting (InterPro:IPR000008); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G04860.1); Has 108 Blast hits to 69 proteins in 11 species: Archae - 0; Bacteria - 0; Meta /.../0; Fungi - 0; Plants - 108; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT2G25460]
AT2G25480,AT2G25480,TPX2 (targeting protein for Xklp2) protein family [Source:TAIR;Acc:AT2G25480]
AT2G25482,AT2G25482,Protein of unknown function (DUF784) [Source:TAIR;Acc:AT2G25482]
AT2G25500,AT2G25500,At2g25500 [Source:UniProtKB/TrEMBL;Acc:Q9SKJ9]
AT2G25510,AT2G25510,Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q8S8H2]
AT2G25520,AT2G25520,Probable sugar phosphate/phosphate translocator At2g25520 [Source:UniProtKB/Swiss-Prot;Acc:Q9SKJ7]
AT2G25530,AT2G25530,AFG1-like ATPase family protein [Source:UniProtKB/TrEMBL;Acc:Q9SKJ6]
AT2G25560,AT2G25560,At2g25560/F13B15.22 [Source:UniProtKB/TrEMBL;Acc:Q9SLA7]
AT2G25565,AT2G25565,C3HC4-type RING finger protein [Source:UniProtKB/TrEMBL;Acc:Q8RUZ7]
AT2G25570,AT2G25570,At2g25570 [Source:UniProtKB/TrEMBL;Acc:Q9SLA6]
AT2G25590,AT2G25590,Plant Tudor-like protein [Source:UniProtKB/TrEMBL;Acc:Q9SLA4]
AT2G25605,AT2G25605,At2g25605 [Source:UniProtKB/TrEMBL;Acc:Q6NM03]
AT2G25610,AT2G25610,"ATPase, F0/V0 complex, subunit C protein [Source:TAIR;Acc:AT2G25610]"
AT2G25625,AT2G25625,Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q8S8K8]
AT2G25640,AT2G25640,SPOC domain / Transcription elongation factor S-II protein [Source:UniProtKB/TrEMBL;Acc:F4ISL5]
AT2G25670,AT2G25670,Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9SL96]
AT2G25690,AT2G25690,At2g25690 [Source:UniProtKB/TrEMBL;Acc:Q9SL94]
AT2G25720,AT2G25720,At2g25720 [Source:UniProtKB/TrEMBL;Acc:Q9SL91]
AT2G25730,AT2G25730,unknown protein; Has 157 Blast hits to 144 proteins in 62 species: Archae - 0; Bacteria - 0; Metazoa - 101; Fungi - 0; Plants - 35; Viruses - 0; Other Eukaryotes - 21 (source: NCBI BLink). [Source:TAIR;Acc:AT2G25730]
AT2G25735,AT2G25735,Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q8RUI1]
AT2G25737,AT2G25737,Sulfite exporter TauE/SafE family protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q8L7A0]
AT2G25740,AT2G25740,ATP-dependent protease La (LON) domain protein [Source:UniProtKB/TrEMBL;Acc:Q5E916]
AT2G25760,AT2G25760,Protein kinase family protein [Source:UniProtKB/TrEMBL;Acc:F4ISN5]
AT2G25770,AT2G25770,At2g25770 [Source:UniProtKB/TrEMBL;Acc:O82320]
AT2G25780,AT2G25780,Uncharacterized protein At2g25780 [Source:UniProtKB/TrEMBL;Acc:O82319]
AT2G25790,AT2G25790,Probably inactive leucine-rich repeat receptor-like protein kinase At2g25790 [Source:UniProtKB/Swiss-Prot;Acc:O82318]
AT2G25800,AT2G25800,Elongation factor Ts (DUF810) [Source:UniProtKB/TrEMBL;Acc:Q0WQB7]
AT2G25830,AT2G25830,Probable transcriptional regulatory protein At2g25830 [Source:UniProtKB/Swiss-Prot;Acc:O82314]
AT2G25890,AT2G25890,Oleosin [Source:UniProtKB/TrEMBL;Acc:O82308]
AT2G25910,AT2G25910,3'-5' exonuclease domain-containing protein / K homology domain-containing protein / KH domain-containing protein [Source:UniProtKB/TrEMBL;Acc:F4ITJ6]
AT2G25920,AT2G25920,At2g25920/F17H15.5 [Source:UniProtKB/TrEMBL;Acc:O82305]
AT2G25950,AT2G25950,At2g25950 [Source:UniProtKB/TrEMBL;Acc:O82808]
AT2G25964,AT2G25964,Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q0WR94]
AT2G25970,AT2G25970,F17H15.1/F17H15.1 [Source:UniProtKB/TrEMBL;Acc:O82762]
AT2G25990,AT2G25990,Putative uncharacterized protein At2g25990 [Source:UniProtKB/TrEMBL;Acc:O80997]
AT2G26030,AT2G26030,F-box/RNI-like/FBD-like domains-containing protein [Source:TAIR;Acc:AT2G26030]
AT2G26050,AT2G26050,Uncharacterized protein At2g26050 [Source:UniProtKB/TrEMBL;Acc:O80991]
AT2G26090,AT2G26090,pre-tRNA [Source:TAIR;Acc:AT2G26090]
AT2G26110,AT2G26110,At2g26110 [Source:UniProtKB/TrEMBL;Acc:O80986]
AT2G26120,AT2G26120,Glycine-rich protein [Source:UniProtKB/TrEMBL;Acc:O80985]
AT2G26130,AT2G26130,RBR-type E3 ubiquitin transferase [Source:UniProtKB/TrEMBL;Acc:F4ITM1]
AT2G26135,AT2G26135,RBR-type E3 ubiquitin transferase [Source:UniProtKB/TrEMBL;Acc:F4ITM2]
AT2G26160,AT2G26160,F-box protein At2g26160 [Source:UniProtKB/Swiss-Prot;Acc:Q1PEZ8]
AT2G26200,AT2G26200,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:UniProtKB/TrEMBL;Acc:O64850]
AT2G26210,AT2G26210,Ankyrin repeat family protein [Source:UniProtKB/TrEMBL;Acc:Q8VZ34]
AT2G26230,AT2G26230,Uricase [Source:UniProtKB/Swiss-Prot;Acc:O04420]
AT2G26270,AT2G26270,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; BEST Arabidopsis thaliana protein match is: BRCT domain-containing DNA repair protein (TAIR:AT3G43930.1); Has 29 Blast hits to 29 pro /.../in 9 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 29; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT2G26270]
AT2G26340,AT2G26340,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast thylakoid membrane, chloroplast thylakoid lumen, chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth  /.../; Has 38 Blast hits to 38 proteins in 13 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 38; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT2G26340]"
AT2G26355,AT2G26355,other RNA [Source:TAIR;Acc:AT2G26355]
AT2G26360,AT2G26360,Mitochondrial substrate carrier family protein [Source:UniProtKB/TrEMBL;Acc:F4IUJ2]
AT2G26370,AT2G26370,At2g26370 [Source:UniProtKB/TrEMBL;Acc:O48704]
AT2G26380,AT2G26380,Leucine-rich repeat (LRR) family protein [Source:UniProtKB/TrEMBL;Acc:O48705]
AT2G26390,AT2G26390,Serpin-Z3 [Source:UniProtKB/Swiss-Prot;Acc:O48706]
AT2G26470,AT2G26470,At2g26470 [Source:UniProtKB/TrEMBL;Acc:Q8GZ60]
AT2G26500,AT2G26500,At2g26500 [Source:UniProtKB/TrEMBL;Acc:O48717]
AT2G26520,AT2G26520,Expressed protein [Source:UniProtKB/TrEMBL;Acc:O48719]
AT2G26600,AT2G26600,Glycosyl hydrolase superfamily protein [Source:UniProtKB/TrEMBL;Acc:O48727]
AT2G26610,AT2G26610,Transducin family protein / WD-40 repeat family protein [Source:TAIR;Acc:AT2G26610]
AT2G26620,AT2G26620,Pectin lyase-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:O48729]
AT2G26680,AT2G26680,Expressed protein [Source:UniProtKB/TrEMBL;Acc:O48783]
AT2G26692,AT2G26692,other RNA [Source:TAIR;Acc:AT2G26692]
AT2G26695,AT2G26695,At2g26695 [Source:UniProtKB/TrEMBL;Acc:Q6ID73]
AT2G26720,AT2G26720,Cupredoxin superfamily protein [Source:UniProtKB/TrEMBL;Acc:O48787]
AT2G26730,AT2G26730,Probable inactive receptor kinase At2g26730 [Source:UniProtKB/Swiss-Prot;Acc:O48788]
AT2G26750,AT2G26750,Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:O48789]
AT2G26780,AT2G26780,ARM repeat superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IVJ8]
AT2G26790,AT2G26790,"Pentatricopeptide repeat-containing protein At2g26790, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:O81028]"
AT2G26810,AT2G26810,Putative methyltransferase family protein [Source:UniProtKB/TrEMBL;Acc:F4IVK3]
AT2G26840,AT2G26840,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G43910.1); Has 835 Blast hits to 835 proteins in 26 spe /.../Archae - 0; Bacteria - 25; Metazoa - 0; Fungi - 0; Plants - 40; Viruses - 2; Other Eukaryotes - 768 (source: NCBI BLink). [Source:TAIR;Acc:AT2G26840]
AT2G26850,AT2G26850,F-box protein At2g26850 [Source:UniProtKB/Swiss-Prot;Acc:Q6NLB1]
AT2G26860,AT2G26860,FBD-associated F-box protein At2g26860 [Source:UniProtKB/Swiss-Prot;Acc:Q84X02]
AT2G26865,AT2G26865,Encodes a Plant thionin family protein [Source:TAIR;Acc:AT2G26865]
AT2G26882,AT2G26882,other RNA [Source:TAIR;Acc:AT2G26882]
AT2G26920,AT2G26920,At2g26920 [Source:UniProtKB/TrEMBL;Acc:O81015]
AT2G26940,AT2G26940,C2H2-type zinc finger family protein [Source:UniProtKB/TrEMBL;Acc:O81013]
AT2G26970,AT2G26970,Oligoribonuclease [Source:UniProtKB/Swiss-Prot;Acc:Q9ZVE0]
AT2G27060,AT2G27060,Leucine-rich repeat protein kinase family protein [Source:UniProtKB/TrEMBL;Acc:F4IVP3]
AT2G27090,AT2G27090,At2g27090 [Source:UniProtKB/TrEMBL;Acc:Q9ZVD1]
AT2G27140,AT2G27140,At2g27140 [Source:UniProtKB/TrEMBL;Acc:Q9ZVC6]
AT2G27160,AT2G27160,unknown protein; Has 13 Blast hits to 13 proteins in 4 species: Archae - 0; Bacteria - 0; Metazoa - 1; Fungi - 0; Plants - 11; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink). [Source:TAIR;Acc:AT2G27160]
AT2G27180,AT2G27180,Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9SHT0]
AT2G27229,AT2G27229,Pentatricopeptide repeat (PPR) superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q1G3C0]
AT2G27260,AT2G27260,At2g27260/F12K2.16 [Source:UniProtKB/TrEMBL;Acc:Q9XIN3]
AT2G27270,AT2G27270,Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:Q9XIN4]
AT2G27280,AT2G27280,Coiled-coil protein (DUF2040) [Source:UniProtKB/TrEMBL;Acc:Q9XIN5]
AT2G27285,AT2G27285,Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q8S8I5]
AT2G27290,AT2G27290,At2g27290 [Source:UniProtKB/TrEMBL;Acc:Q9XIN6]
AT2G27310,AT2G27310,F-box protein At2g27310 [Source:UniProtKB/Swiss-Prot;Acc:Q9XIN8]
AT2G27315,AT2G27315,Protein of unknown function (DUF1278) [Source:TAIR;Acc:AT2G27315]
AT2G27320,AT2G27320,"NEP-interacting protein, putative (DUF239) [Source:UniProtKB/TrEMBL;Acc:Q5BPS8]"
AT2G27330,AT2G27330,At2g27330 [Source:UniProtKB/TrEMBL;Acc:Q1ECN0]
AT2G27340,AT2G27340,At2g27340 [Source:UniProtKB/TrEMBL;Acc:Q6NLZ3]
AT2G27360,AT2G27360,GDSL esterase/lipase At2g27360 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZQI3]
AT2G27385,AT2G27385,Pollen Ole e 1 allergen and extensin family protein [Source:UniProtKB/TrEMBL;Acc:F4IFT4]
AT2G27389,AT2G27389,unknown protein; LOCATED IN: endomembrane system. [Source:TAIR;Acc:AT2G27389]
AT2G27390,AT2G27390,At2g27390 [Source:UniProtKB/TrEMBL;Acc:Q9XIP3]
AT2G27402,AT2G27402,At2g27402 [Source:UniProtKB/TrEMBL;Acc:Q8GX30]
AT2G27410,AT2G27410,Putative B3 domain-containing protein At2g27410 [Source:UniProtKB/Swiss-Prot;Acc:Q9XIP5]
AT2G27420,AT2G27420,Cysteine proteinase [Source:UniProtKB/TrEMBL;Acc:Q9ZQH7]
AT2G27430,AT2G27430,ARM repeat superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q8GUS7]
AT2G27460,AT2G27460,At2g27460 [Source:UniProtKB/TrEMBL;Acc:Q9ZQH3]
AT2G27500,AT2G27500,"Glucan endo-1,3-beta-glucosidase 14 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZQG9]"
AT2G27505,AT2G27505,FBD-like domain family protein [Source:UniProtKB/TrEMBL;Acc:F4IGN8]
AT2G27520,AT2G27520,F-box/LRR-repeat/kelch-repeat protein At2g27520 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZNQ3]
AT2G27535,AT2G27535,Ribosomal protein L10A family protein [Source:UniProtKB/TrEMBL;Acc:Q8VYN3]
AT2G27540,AT2G27540,Putative uncharacterized protein At2g27540 [Source:UniProtKB/TrEMBL;Acc:Q9ZUW2]
AT2G27560,AT2G27560,pre-tRNA [Source:TAIR;Acc:AT2G27560]
AT2G27590,AT2G27590,Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q8VYF0]
AT2G27630,AT2G27630,Ubiquitin carboxyl-terminal hydrolase-related protein [Source:UniProtKB/TrEMBL;Acc:F4IGQ2]
AT2G27650,AT2G27650,Ubiquitin carboxyl-terminal hydrolase-related protein [Source:UniProtKB/TrEMBL;Acc:F4IGQ3]
AT2G27660,AT2G27660,Cysteine/Histidine-rich C1 domain family protein [Source:UniProtKB/TrEMBL;Acc:Q9ZUW8]
AT2G27670,AT2G27670,Domain of unknown function DUF220 [Source:TAIR;Acc:AT2G27670]
AT2G27680,AT2G27680,At2g27680/F15K20.22 [Source:UniProtKB/TrEMBL;Acc:Q9ZUX0]
AT2G27700,AT2G27700,Eukaryotic translation initiation factor 2 family protein / eIF-2 family protein [Source:UniProtKB/TrEMBL;Acc:F4IGQ9]
AT2G27720,AT2G27720,60S acidic ribosomal protein family [Source:UniProtKB/TrEMBL;Acc:F4IGR4]
AT2G27730,AT2G27730,"Uncharacterized protein At2g27730, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9ZUX4]"
AT2G27740,AT2G27740,At2g27740 [Source:UniProtKB/TrEMBL;Acc:Q9ZUX5]
AT2G27750,AT2G27750,Nucleolar matrix protein-related [Source:UniProtKB/TrEMBL;Acc:Q9ZUX6]
AT2G27770,AT2G27770,At2g27770 [Source:UniProtKB/TrEMBL;Acc:Q9ZUX8]
AT2G27775,AT2G27775,At2g27775 [Source:UniProtKB/TrEMBL;Acc:B1WCA4]
AT2G27780,AT2G27780,Transcription factor IIS family protein [Source:UniProtKB/TrEMBL;Acc:Q9ZUX9]
AT2G27790,AT2G27790,RNA-binding (RRM/RBD/RNP motifs) family protein [Source:UniProtKB/TrEMBL;Acc:F4IGS5]
AT2G27800,AT2G27800,"Pentatricopeptide repeat-containing protein At2g27800, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9ZUY1]"
AT2G27830,AT2G27830,Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9ZUY4]
AT2G27850,AT2G27850,pre-tRNA [Source:TAIR;Acc:AT2G27850]
AT2G27900,AT2G27900,At2g27890 [Source:UniProtKB/TrEMBL;Acc:Q8RXC2]
AT2G27930,AT2G27930,PLATZ transcription factor family protein [Source:TAIR;Acc:AT2G27930]
AT2G27950,AT2G27950,Ring/U-Box superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IHN6]
AT2G27980,AT2G27980,Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger domain-containing protein [Source:UniProtKB/TrEMBL;Acc:F4IHN9]
AT2G28010,AT2G28010,Eukaryotic aspartyl protease family protein [Source:UniProtKB/TrEMBL;Acc:Q9SJJ2]
AT2G28020,AT2G28020,Mediator of RNA polymerase II transcription subunit [Source:UniProtKB/TrEMBL;Acc:Q8S8F0]
